gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Female,0,No,65,Yes,No,Yes,58.9,No
Female,0,No,19,Yes,No,Yes,73.2,Yes
Male,0,No,52,Yes,No,No,85.35,Yes
Male,0,Yes,71,Yes,No,No internet service,19.45,No
Female,0,No,1,Yes,No,No,45.95,Yes
Female,1,No,52,No,No phone service,No,50.5,No
Male,0,No,6,Yes,Yes,No internet service,25.1,No
Female,1,No,26,Yes,No,No,60.7,No
Male,1,No,48,Yes,Yes,No,99,No
Female,0,Yes,64,Yes,Yes,Yes,104.4,No
Female,0,No,3,Yes,No,No,83.75,Yes
Male,0,No,1,Yes,No,No,44.05,No
Male,0,Yes,72,Yes,Yes,No internet service,24.1,No
Male,0,No,1,Yes,No,No,45.55,No
Female,0,Yes,51,Yes,Yes,Yes,93.8,No
Female,0,Yes,41,Yes,No,No internet service,19.7,No
Female,0,Yes,72,Yes,No,Yes,70.65,No
Female,0,No,43,Yes,Yes,Yes,86.45,No
Male,0,No,72,Yes,Yes,Yes,114.1,No
Male,0,No,47,Yes,Yes,No,95.2,No
Male,0,No,72,Yes,Yes,Yes,88.55,No
Male,0,No,3,Yes,No,No internet service,20.75,No
Male,0,No,1,Yes,No,No,70.05,Yes
Male,0,No,2,Yes,Yes,No,86,Yes
Male,0,No,26,No,No phone service,Yes,44.65,No
Male,0,Yes,29,Yes,No,Yes,60.2,No
Female,1,No,35,Yes,Yes,Yes,100.5,Yes
Male,0,No,27,Yes,No,Yes,55.45,No
Male,0,Yes,24,Yes,No,Yes,70.3,No
Male,0,Yes,67,Yes,No,Yes,60.4,No
Female,0,No,16,Yes,Yes,No,72.65,Yes
Female,0,No,23,Yes,No,No,55.8,No
Male,0,No,14,No,No phone service,No,31.1,No
Female,0,Yes,1,Yes,No,No internet service,21,Yes
Female,1,No,1,Yes,No,No,45.1,Yes
Male,1,No,4,No,No phone service,No,50.95,No
Male,0,Yes,16,Yes,Yes,Yes,69.1,No
Female,0,No,46,No,No phone service,No,43.95,No
Male,0,Yes,68,Yes,Yes,Yes,86.5,No
Male,0,No,38,Yes,Yes,Yes,69.95,No
Male,1,No,30,Yes,No,No,50.4,Yes
Female,1,No,5,Yes,No,No,78.95,Yes
Male,0,No,17,Yes,No,No,90.95,No
Male,0,Yes,4,Yes,No,No internet service,19.9,No
Female,0,No,12,Yes,No,No internet service,20.15,No
Male,0,Yes,72,Yes,Yes,Yes,90.6,No
Male,0,No,3,Yes,No,No,92,No
Male,0,No,56,Yes,Yes,No,94.45,Yes
Female,0,No,41,Yes,Yes,No internet service,24.85,No
Male,0,No,40,No,No phone service,No,36,No
Female,0,No,7,Yes,No,Yes,78.5,No
Male,0,No,69,Yes,No,No internet service,19.95,No
Male,0,Yes,7,Yes,No,No internet service,20.65,No
Female,0,Yes,5,No,No phone service,No,30.5,No
Female,0,Yes,72,Yes,Yes,Yes,106.1,No
Male,0,Yes,44,Yes,No,No internet service,20.5,No
Female,0,No,65,Yes,Yes,No,95.5,No
Female,0,No,3,Yes,Yes,No,64.6,No
Male,0,No,24,Yes,No,No,51.1,No
Female,0,No,44,Yes,Yes,No,84.8,Yes
Female,1,No,72,Yes,Yes,Yes,89.1,No
Male,0,No,24,Yes,No,Yes,54.95,No
Male,0,No,1,Yes,No,No,50.9,Yes
Male,0,No,22,Yes,No,No internet service,20.45,No
Male,0,Yes,70,Yes,Yes,No,85.95,No
Male,0,Yes,25,Yes,Yes,No,60.35,No
Male,0,Yes,37,Yes,No,No internet service,19.8,No
Female,1,Yes,22,Yes,Yes,No,85.35,No
Female,0,Yes,59,Yes,Yes,No,72.1,No
Male,0,Yes,49,Yes,Yes,No,99.8,Yes
Male,0,Yes,47,Yes,Yes,No,107.35,Yes
Female,0,Yes,31,Yes,No,No internet service,19.55,Yes
Male,0,Yes,1,Yes,No,No,81.05,No
Male,0,No,3,Yes,No,No internet service,20.5,No
Female,0,No,53,Yes,Yes,No,111.8,No
Male,0,No,1,Yes,No,No internet service,20.2,No
Male,0,No,20,Yes,No,No internet service,19.7,No
Female,0,No,3,Yes,No,Yes,79.1,Yes
Female,0,No,51,Yes,No,No internet service,19.85,No
Female,0,No,51,Yes,No,Yes,60.5,No
Female,0,Yes,13,Yes,No,No internet service,19.55,No
Female,0,No,1,Yes,No,No internet service,20.9,No
Male,0,Yes,1,Yes,No,No internet service,21.05,No
Male,0,No,63,Yes,Yes,Yes,71.5,No
Male,0,No,3,Yes,No,No,54.65,No
Male,0,No,46,Yes,No,No internet service,19.2,No
Male,0,No,1,Yes,Yes,No,49.8,No
Male,0,Yes,8,No,No phone service,No,25.5,Yes
Female,0,Yes,71,Yes,No,No internet service,20.5,No
Male,0,Yes,55,Yes,Yes,No,90.4,No
Female,0,No,70,Yes,Yes,No,90.25,No
Female,0,No,2,Yes,No,No,80.75,Yes
Male,0,Yes,67,Yes,Yes,Yes,104.6,No
Male,0,No,65,Yes,Yes,No,91.85,Yes
Male,0,No,14,Yes,No,No,50.2,No
Female,0,Yes,20,Yes,Yes,No,95.5,No
Male,0,Yes,1,Yes,No,No,75.35,Yes
Male,0,No,1,Yes,Yes,No,75.45,Yes
Female,0,Yes,49,Yes,Yes,No,95.4,No
Female,0,No,72,Yes,Yes,Yes,101.3,No
Female,0,No,46,Yes,Yes,Yes,53.1,No
Male,0,No,24,Yes,Yes,No,84.85,No
Female,0,Yes,5,No,No phone service,No,34.25,No
Female,0,Yes,33,Yes,Yes,No,88.6,No
Female,0,No,42,Yes,Yes,Yes,60.15,No
Male,0,No,23,Yes,No,Yes,99.95,No
Male,0,No,8,Yes,No,No,70.7,No
Male,0,No,66,Yes,No,Yes,54.8,No
Male,0,No,24,Yes,No,Yes,49.55,Yes
Male,1,No,24,Yes,Yes,No,54.8,No
Male,0,No,69,Yes,Yes,Yes,78.6,Yes
Female,0,No,53,Yes,No,No,100.3,No
Female,0,No,60,No,No phone service,Yes,53.6,No
Female,0,No,7,Yes,No,No,81.1,Yes
Female,0,No,20,Yes,No,No internet service,19.35,No
Female,0,Yes,23,Yes,Yes,No,85.6,No
Male,0,Yes,72,Yes,No,Yes,80.8,No
Male,0,No,11,Yes,Yes,No,74.95,Yes
Male,0,No,21,Yes,No,No internet service,19.6,No
Male,1,No,1,Yes,Yes,No,93.55,Yes
Male,1,No,31,Yes,Yes,No,90.7,No
Female,0,No,57,Yes,No,No,69.75,No
Female,0,Yes,45,Yes,No,No internet service,20,No
Male,0,No,10,Yes,Yes,No,95.25,No
Female,0,No,58,Yes,Yes,No,102.1,Yes
Male,0,Yes,14,Yes,No,No internet service,19.95,No
Male,0,No,27,Yes,Yes,Yes,80.85,No
Female,0,Yes,14,Yes,Yes,No,90.9,Yes
Female,0,Yes,12,No,No phone service,No,29.2,Yes
Female,0,Yes,69,Yes,Yes,No,93.3,No
Female,0,Yes,25,Yes,No,No,89.15,Yes
Male,1,No,58,Yes,Yes,Yes,108.85,Yes
Female,0,Yes,35,No,No phone service,Yes,46.35,No
Female,1,No,16,Yes,Yes,No,84.75,Yes
Male,0,Yes,45,Yes,Yes,No,78.75,No
Female,0,No,17,Yes,No,No,83.55,No
Female,0,Yes,1,Yes,No,No,45.7,Yes
Male,0,No,22,Yes,No,No internet service,19.6,No
Female,1,No,1,Yes,No,No,69.95,Yes
Male,0,Yes,67,Yes,No,Yes,67.85,No
Female,0,Yes,67,Yes,Yes,No,105.65,No
Female,0,No,2,No,No phone service,No,44.6,Yes
Male,0,No,23,Yes,Yes,No,74.95,Yes
Female,1,No,9,Yes,No,No,75.5,No
Female,0,No,5,Yes,No,No internet service,20.15,No
Male,0,No,54,No,No phone service,Yes,45.2,No
Female,0,No,57,Yes,No,No,95.25,Yes
Male,0,No,24,Yes,Yes,No,89.85,Yes
Female,0,Yes,49,Yes,Yes,No,100.45,Yes
Male,0,No,5,Yes,Yes,No,47.15,Yes
Male,0,No,2,Yes,No,No,80.2,Yes
Female,0,Yes,4,Yes,Yes,No,87.1,Yes
Male,0,Yes,70,Yes,Yes,Yes,79.25,No
Male,0,No,5,Yes,Yes,No,75.9,Yes
Male,0,Yes,53,Yes,Yes,Yes,85.7,No
Female,0,No,47,Yes,Yes,Yes,98.75,Yes
Female,0,Yes,31,Yes,No,No internet service,20.1,No
Male,0,Yes,13,Yes,No,No,61.8,No
Female,0,Yes,28,Yes,Yes,No,49.9,No
Female,0,No,10,Yes,Yes,No,86.45,Yes
Male,0,No,38,Yes,No,No internet service,20.4,No
Female,0,No,1,Yes,No,No,45.3,Yes
Male,0,No,67,Yes,Yes,No,104.1,Yes
Male,0,No,52,Yes,No,Yes,75.4,No
Male,0,Yes,62,Yes,No,Yes,108.15,No
Female,0,No,16,Yes,No,No,86.25,No
Female,1,No,5,Yes,Yes,No,81,Yes
Male,0,No,12,Yes,No,No,95.7,No
Female,0,Yes,72,Yes,Yes,Yes,116.85,No
Male,1,No,71,Yes,Yes,No,105.75,No
Female,0,No,24,Yes,No,No internet service,20.15,No
Female,0,No,15,Yes,No,No internet service,19.6,No
Male,0,No,67,Yes,No,Yes,90.6,Yes
Male,0,Yes,2,Yes,Yes,Yes,60.95,No
Female,0,Yes,5,No,No phone service,No,25.05,No
Female,0,No,15,Yes,No,No,88.15,Yes
Male,0,No,1,Yes,No,No internet service,20.2,Yes
Male,0,Yes,41,Yes,No,Yes,60.3,No
Female,0,Yes,43,Yes,No,Yes,63.95,No
Male,1,No,1,Yes,Yes,No,74.3,No
Female,1,No,1,Yes,No,No,70.6,No
Female,0,Yes,26,Yes,No,No,90.8,Yes
Male,0,No,22,Yes,Yes,No,79.35,Yes
Male,0,No,71,Yes,Yes,Yes,90.55,No
Male,0,No,7,Yes,No,No internet service,19.45,No
Female,1,No,28,Yes,Yes,No,64.45,No
Male,1,No,16,Yes,No,No,69.65,No
Male,0,No,7,Yes,No,No internet service,19.5,No
Female,0,No,69,Yes,Yes,No,110.5,No
Female,0,Yes,1,No,No phone service,No,24.7,No
Male,0,No,3,Yes,No,Yes,77.4,No
Male,1,No,21,Yes,No,No,96.8,Yes
Female,0,No,69,Yes,Yes,No,85.4,No
Female,0,No,71,No,No phone service,Yes,47.6,No
Female,0,Yes,69,Yes,No,No internet service,19.4,No
Female,0,No,48,Yes,Yes,No,103.85,No
Male,0,No,47,Yes,Yes,No,83.35,Yes
Female,0,No,2,Yes,Yes,No,49.4,Yes
Male,0,No,45,Yes,Yes,Yes,108.45,No
Male,0,No,51,Yes,Yes,No,81,No
Female,0,No,22,Yes,Yes,Yes,79.2,Yes
Male,0,No,72,Yes,Yes,Yes,86.65,No
Male,0,Yes,37,Yes,Yes,No,92.95,No
Male,0,Yes,71,Yes,Yes,Yes,90.35,No
Male,0,Yes,7,Yes,No,No,48.7,Yes
Female,0,No,66,Yes,Yes,No internet service,25.15,No
Male,0,Yes,51,Yes,No,Yes,76.4,No
Female,0,Yes,30,Yes,No,No internet service,19.55,No
Female,0,No,34,Yes,Yes,No,85.35,No
Male,0,Yes,64,Yes,Yes,No internet service,24.8,No
Male,1,No,65,Yes,Yes,No,103.15,No
Male,0,No,47,Yes,Yes,Yes,100.75,No
Female,0,No,1,Yes,No,Yes,95.6,Yes
Female,0,No,49,Yes,Yes,Yes,59.75,Yes
Female,0,Yes,67,Yes,Yes,No,94.1,No
Male,0,Yes,39,Yes,No,No internet service,19.35,No
Male,0,No,14,Yes,No,No internet service,19.9,No
Female,1,No,43,Yes,No,Yes,108.15,Yes
Male,1,No,56,Yes,Yes,No,101.05,No
Female,0,No,14,Yes,No,No,59.1,No
Female,0,No,1,Yes,No,No,71.35,Yes
Male,0,Yes,16,Yes,No,Yes,55.85,No
Male,0,Yes,70,Yes,Yes,Yes,106.05,No
Male,1,No,72,Yes,Yes,Yes,84.1,No
Female,0,Yes,23,Yes,No,No,75.3,No
Male,0,Yes,21,Yes,Yes,No internet service,24.7,No
Female,0,No,1,Yes,No,No internet service,20.15,Yes
Male,0,Yes,1,Yes,No,No,69.75,Yes
Female,1,No,32,Yes,Yes,No,93.2,Yes
Male,0,Yes,17,Yes,No,No,80.85,Yes
Female,0,No,4,No,No phone service,Yes,33.65,Yes
Female,0,No,36,Yes,Yes,No,55.8,No
Female,0,No,50,No,No phone service,No,39.7,No
Female,0,Yes,48,No,No phone service,No,29.5,No
Female,0,Yes,50,Yes,No,No internet service,20.15,No
Male,0,No,72,Yes,Yes,Yes,79.55,No
Male,0,Yes,10,Yes,Yes,No internet service,24.8,No
Female,0,No,18,Yes,No,No internet service,19.65,No
Male,0,No,1,Yes,No,No,79.95,Yes
Female,0,No,1,Yes,No,No internet service,19.3,Yes
Male,0,No,9,Yes,No,No,94.05,No
Male,0,No,2,Yes,Yes,Yes,90.75,No
Female,0,No,40,Yes,Yes,No,78.85,No
Male,0,No,69,Yes,Yes,No,99.5,No
Female,0,No,37,Yes,Yes,Yes,99.2,Yes
Male,0,Yes,18,Yes,Yes,No,80.55,No
Male,1,No,11,Yes,No,No,70.2,No
Female,0,No,8,Yes,Yes,No,85.2,Yes
Female,0,No,3,Yes,Yes,No,75.25,Yes
Male,0,Yes,55,Yes,No,Yes,59.45,No
Male,0,No,33,Yes,Yes,No,93.35,No
Female,0,No,46,Yes,No,No,44.95,No
Male,0,No,34,Yes,Yes,No internet service,26.1,No
Female,0,No,3,Yes,No,No internet service,20.2,No
Male,0,Yes,30,Yes,No,No internet service,21.25,No
Female,0,No,33,Yes,Yes,Yes,59.4,No
Male,0,Yes,45,Yes,Yes,No,95,No
Male,0,No,40,Yes,No,Yes,61.9,No
Female,0,No,71,Yes,Yes,Yes,118.65,No
Male,0,No,1,Yes,Yes,No,54.35,Yes
Female,0,Yes,72,No,No phone service,Yes,64.45,No
Female,0,Yes,22,Yes,No,No,80.15,No
Male,0,Yes,46,Yes,No,No internet service,20.2,No
Female,0,Yes,55,Yes,No,No internet service,21,No
Male,0,No,1,Yes,No,No internet service,20.45,No
Female,0,No,12,Yes,Yes,No,75.85,No
Male,0,No,31,Yes,Yes,No,80.45,No
Male,0,No,5,No,No phone service,No,24.95,Yes
Female,0,Yes,67,Yes,Yes,Yes,75.5,No
Male,0,No,1,Yes,No,No,44.45,No
Male,0,No,40,No,No phone service,Yes,42.35,Yes
Male,0,Yes,41,Yes,Yes,Yes,74.55,No
Male,0,No,1,Yes,Yes,No,75.3,Yes
Male,0,No,51,Yes,Yes,Yes,94.8,Yes
Male,0,Yes,42,No,No phone service,Yes,48.15,No
Male,0,Yes,23,Yes,No,No internet service,19.65,No
Female,1,No,1,Yes,No,No,70.55,Yes
Female,0,No,1,Yes,No,No internet service,20.15,No
Female,0,No,56,Yes,Yes,Yes,106.6,No
Male,0,Yes,15,Yes,Yes,No,91,No
Male,0,Yes,12,Yes,Yes,No internet service,25.4,No
Female,0,Yes,54,Yes,No,Yes,69.95,No
Female,0,No,7,Yes,No,No,66.85,No
Female,0,Yes,33,Yes,Yes,No,86.15,Yes
Male,0,Yes,16,Yes,No,No internet service,20.15,No
Female,0,Yes,21,Yes,No,Yes,64.85,No
Male,1,No,30,Yes,Yes,No,74.85,No
Male,0,No,3,Yes,No,No,50.5,No
Male,0,No,11,Yes,No,No,72.9,No
Female,0,No,62,Yes,Yes,Yes,115.05,No
Male,0,No,18,Yes,No,No internet service,19,No
Male,0,Yes,6,Yes,No,No internet service,19.55,No
Female,0,No,46,Yes,Yes,No,101.1,No
Male,0,No,21,Yes,Yes,No,84.1,No
Male,0,No,68,Yes,Yes,No internet service,24.15,No
Female,0,No,1,Yes,Yes,No,50.1,No
Female,0,No,25,Yes,No,No,74.6,No
Female,0,Yes,24,Yes,No,No internet service,19.75,No
Female,0,No,30,Yes,Yes,No,85,Yes
Female,0,No,2,Yes,No,No,80.55,Yes
Male,0,No,51,Yes,Yes,No,106.8,No
Female,0,Yes,57,Yes,Yes,Yes,84.5,No
Female,0,No,15,Yes,Yes,No internet service,25.05,No
Female,0,Yes,72,Yes,No,Yes,83.7,No
Female,0,No,2,Yes,No,No,75.8,Yes
Male,0,No,28,Yes,Yes,No,96.6,No
Male,1,No,29,Yes,Yes,No,98.5,Yes
Male,0,Yes,70,Yes,No,Yes,101.1,No
Female,0,No,13,Yes,No,No internet service,20.2,No
Female,1,No,59,Yes,Yes,Yes,94.05,No
Male,1,No,13,Yes,Yes,No,95.25,Yes
Male,1,No,7,Yes,Yes,No,74.4,Yes
Female,0,No,62,Yes,No,Yes,81,No
Female,0,No,21,Yes,No,Yes,60.25,No
Female,0,No,2,Yes,No,No,60.85,No
Female,0,No,1,Yes,No,No,43.95,No
Male,0,No,4,Yes,No,No,86.05,No
Female,0,No,19,Yes,No,No internet service,20.25,No
Female,0,No,30,Yes,No,No,85.15,Yes
Male,0,Yes,67,Yes,No,No internet service,19.4,No
Male,1,No,72,Yes,Yes,Yes,102.65,No
Male,0,No,53,Yes,No,No internet service,19.9,No
Female,0,No,5,Yes,No,No internet service,19.55,No
Male,1,No,71,Yes,No,No,95.5,No
Female,0,Yes,50,Yes,Yes,No,84.15,No
Male,0,Yes,56,Yes,Yes,No,103.2,No
Male,0,No,2,Yes,No,No,50.2,No
Female,1,No,2,Yes,Yes,No,88.55,Yes
Male,0,Yes,24,Yes,Yes,Yes,54.75,Yes
Male,0,Yes,46,Yes,No,No internet service,19.95,No
Male,0,No,71,Yes,Yes,Yes,116.25,No
Female,0,No,29,No,No phone service,No,31.2,No
Male,0,Yes,69,Yes,Yes,No internet service,24.45,No
Male,0,No,71,Yes,Yes,No,84.2,No
Female,1,No,1,Yes,No,No,91.3,Yes
Male,1,No,56,Yes,No,Yes,85.65,No
Male,0,Yes,56,Yes,No,No internet service,21.2,No
Male,0,No,1,Yes,No,No,79.5,Yes
Female,0,No,28,Yes,Yes,No internet service,25.55,No
Female,0,Yes,19,Yes,No,No internet service,20.2,No
Male,0,No,66,Yes,Yes,No,63.85,No
Female,0,Yes,17,Yes,Yes,No,61.95,No
Male,0,Yes,52,Yes,Yes,No internet service,25.75,No
Female,0,No,19,Yes,No,No,58.2,No
Female,0,No,36,Yes,No,Yes,85.85,No
Male,1,No,7,Yes,No,No,70.1,Yes
Male,0,Yes,72,Yes,Yes,Yes,104.9,No
Male,0,Yes,67,Yes,Yes,Yes,111.3,Yes
Male,1,No,34,Yes,No,No,99.85,No
Male,1,No,57,Yes,Yes,No,95.25,Yes
Female,0,No,7,Yes,No,No,86.25,Yes
Female,1,No,1,Yes,Yes,No,100.8,Yes
Male,0,No,8,Yes,No,No internet service,19.55,No
Female,0,No,69,Yes,Yes,No,104,No
Female,0,No,50,Yes,Yes,Yes,104.4,No
Male,0,No,10,Yes,No,No internet service,19.5,No
Female,0,Yes,12,Yes,Yes,No internet service,25.25,No
Female,0,No,14,Yes,No,No,86.3,Yes
Female,0,No,70,No,No phone service,Yes,49.85,No
Female,1,No,64,Yes,Yes,Yes,108.95,No
Female,0,Yes,66,Yes,Yes,Yes,89.9,No
Female,0,Yes,71,Yes,No,Yes,82,No
Male,1,No,20,Yes,No,No,89.95,No
Male,0,No,72,Yes,No,Yes,79.35,No
Female,0,Yes,71,Yes,No,Yes,64.05,No
Male,0,Yes,38,Yes,Yes,No,101.15,No
Female,0,No,28,Yes,Yes,No,89.95,Yes
Male,1,No,17,Yes,No,No,76.45,Yes
Male,0,No,33,No,No phone service,No,39.1,No
Female,0,Yes,23,No,No phone service,Yes,34.6,No
Male,0,Yes,58,Yes,No,No internet service,19.55,No
Female,1,No,70,Yes,Yes,No,104.45,No
Male,0,No,4,Yes,No,No,70.5,No
Male,0,Yes,45,Yes,No,No internet service,20.35,No
Male,0,No,10,Yes,No,No,70,Yes
Male,0,Yes,36,Yes,No,No internet service,19.45,No
Male,0,No,54,Yes,No,Yes,69.9,No
Male,0,Yes,23,Yes,Yes,No,59.7,No
Female,0,Yes,41,Yes,Yes,Yes,78.35,No
Male,1,No,5,Yes,No,No,71.45,No
Male,0,Yes,27,No,No phone service,No,45.85,No
Female,0,No,1,Yes,No,No,95.85,No
Female,0,Yes,67,No,No phone service,Yes,35.7,No
Female,1,Yes,72,Yes,Yes,Yes,89.55,No
Female,0,Yes,56,Yes,Yes,No internet service,24.95,No
Male,0,Yes,44,Yes,Yes,No internet service,24.85,No
Female,1,No,66,Yes,Yes,No,100.8,No
Female,0,No,34,Yes,Yes,Yes,64.4,Yes
Female,0,No,69,Yes,Yes,No,105.35,No
Female,0,Yes,1,Yes,Yes,Yes,102.45,Yes
Female,0,No,40,Yes,No,No internet service,19.65,No
Male,0,Yes,30,Yes,Yes,Yes,54.45,No
Female,0,No,11,Yes,No,No,70.5,No
Female,0,No,15,Yes,No,No internet service,20.1,No
Male,0,No,11,Yes,No,No,69.35,No
Female,0,Yes,64,Yes,No,No internet service,19.8,No
Male,1,No,72,Yes,No,Yes,74.4,No
Male,1,No,72,Yes,Yes,Yes,93.05,No
Female,0,Yes,1,Yes,No,Yes,51.2,No
Female,0,Yes,15,Yes,No,Yes,65.6,No
Female,0,No,60,Yes,Yes,No,80.55,No
Male,0,No,56,Yes,No,Yes,52.7,No
Female,0,No,8,Yes,No,No internet service,20.85,No
Female,0,No,3,Yes,No,No,80.1,Yes
Female,0,No,49,Yes,Yes,No,52.15,No
Female,0,No,2,Yes,No,No,80.2,Yes
Female,0,No,6,Yes,No,Yes,98.15,Yes
Male,0,No,70,Yes,Yes,Yes,114.95,No
Male,0,No,12,Yes,Yes,No,112.95,Yes
Male,1,No,52,Yes,No,Yes,104.45,No
Female,0,No,72,Yes,Yes,Yes,113.65,No
Female,0,No,40,Yes,No,No internet service,20.6,No
Female,0,No,1,Yes,No,No,70.9,Yes
Female,1,No,3,Yes,No,No,86.85,Yes
Female,1,No,40,Yes,No,No,91.55,No
Male,0,Yes,1,Yes,No,No,49.85,No
Male,0,No,30,Yes,No,No internet service,19.8,No
Male,0,Yes,23,Yes,No,Yes,99.85,Yes
Male,0,Yes,1,Yes,Yes,No,74.5,Yes
Female,1,No,44,Yes,Yes,No,104.15,No
Male,0,No,65,Yes,Yes,No,109.15,Yes
Female,1,No,7,Yes,No,Yes,48.2,No
Male,1,No,72,Yes,Yes,No internet service,25.1,No
Female,1,No,8,Yes,Yes,No,100.15,No
Female,0,No,16,Yes,Yes,No,65.2,Yes
Male,1,Yes,66,Yes,Yes,No,99.5,Yes
Male,0,No,1,Yes,No,No,71.55,Yes
Male,0,Yes,3,Yes,No,Yes,55.9,No
Male,0,No,53,Yes,Yes,Yes,93.9,Yes
Male,1,No,8,Yes,No,No,64.4,No
Male,1,No,69,Yes,Yes,No,108.4,Yes
Female,0,No,5,Yes,No,No,85.3,No
Female,0,Yes,72,Yes,Yes,Yes,107.45,No
Female,0,No,13,No,No phone service,No,48.75,Yes
Female,0,No,4,Yes,Yes,No,85.65,Yes
Female,0,Yes,54,Yes,Yes,Yes,91.3,No
Male,0,No,72,Yes,Yes,No,85.95,No
Male,0,No,12,Yes,Yes,No,106.7,Yes
Male,0,No,1,No,No phone service,No,25.15,Yes
Male,1,No,1,Yes,No,No,45.2,No
Female,0,No,54,Yes,Yes,No,110.35,Yes
Male,0,Yes,69,Yes,Yes,No,79.2,No
Female,0,No,48,Yes,No,Yes,55.5,No
Female,0,Yes,48,Yes,Yes,Yes,103.25,Yes
Female,0,No,8,Yes,Yes,No,90.25,No
Male,0,Yes,71,Yes,Yes,Yes,91.25,No
Male,0,No,2,Yes,No,Yes,47.8,Yes
Male,0,No,67,Yes,No,Yes,100.9,No
Male,0,Yes,34,Yes,Yes,No,97.7,No
Female,0,No,3,Yes,No,No,69.85,No
Female,0,Yes,9,Yes,No,No,65.6,No
Male,0,Yes,71,Yes,No,Yes,104.65,No
Male,0,No,57,Yes,Yes,No,90.45,No
Male,0,No,72,No,No phone service,Yes,63.7,No
Female,1,Yes,48,Yes,No,Yes,104.5,No
Male,0,No,18,Yes,No,No internet service,20.1,No
Male,0,Yes,43,Yes,Yes,No,104.3,No
Female,0,Yes,72,Yes,Yes,Yes,93.25,No
Male,0,Yes,35,Yes,Yes,No,73.45,No
Male,0,No,4,Yes,No,No internet service,20.7,No
Female,0,Yes,49,Yes,Yes,No internet service,25.25,No
Female,0,Yes,71,Yes,Yes,Yes,100.5,No
Male,0,Yes,11,Yes,No,No,90.6,No
Male,0,Yes,63,Yes,Yes,Yes,89.4,No
Female,1,No,65,Yes,Yes,No,95.45,No
Female,0,Yes,49,Yes,No,No internet service,20.45,No
Female,0,No,29,Yes,Yes,No,98.6,Yes
Female,1,No,15,Yes,Yes,No,83.05,Yes
Female,0,Yes,4,Yes,No,No internet service,19.95,No
Female,0,No,72,Yes,Yes,No,109.15,No
Female,1,No,26,Yes,No,No,85.7,No
Female,1,No,35,Yes,Yes,No,102.05,No
Female,0,No,57,Yes,Yes,No,94.7,No
Male,0,Yes,28,Yes,Yes,No,64.4,No
Female,0,No,25,Yes,Yes,No internet service,26.8,No
Female,0,No,47,Yes,No,Yes,66.05,No
Female,0,Yes,57,Yes,Yes,Yes,65.2,No
Male,1,No,16,Yes,Yes,No,85.05,No
Male,0,No,5,Yes,No,Yes,55.8,No
Male,0,No,17,Yes,No,No,70.4,Yes
Female,1,No,56,Yes,Yes,No,104.75,Yes
Male,0,Yes,72,Yes,No,No internet service,19.95,No
Female,1,No,21,Yes,Yes,No,94.25,Yes
Female,0,Yes,48,No,No phone service,Yes,45,No
Female,0,No,68,Yes,Yes,Yes,114.9,No
Female,0,No,30,Yes,Yes,Yes,106.4,No
Female,0,No,3,Yes,No,No,46.1,No
Female,1,No,14,No,No phone service,Yes,39.7,No
Female,0,Yes,4,Yes,No,No internet service,20.05,No
Female,0,Yes,71,Yes,Yes,No,95.75,No
Male,0,Yes,8,Yes,Yes,No internet service,24.4,No
Male,0,Yes,61,No,No phone service,Yes,33.6,No
Male,0,Yes,72,Yes,Yes,No,90.45,No
Female,0,No,5,Yes,Yes,No,84,No
Female,0,No,49,Yes,No,Yes,67.4,No
Male,0,No,8,Yes,No,No internet service,19.7,No
Male,0,No,3,Yes,No,No,80.35,No
Male,0,Yes,9,Yes,No,No internet service,19.6,No
Male,0,Yes,67,Yes,No,Yes,54.2,No
Male,0,No,46,Yes,No,No,45.2,No
Female,0,No,67,Yes,Yes,Yes,75.1,No
Female,0,No,55,Yes,No,No internet service,19.7,No
Male,0,No,33,Yes,Yes,Yes,72.75,No
Male,0,Yes,62,Yes,No,No internet service,20.05,No
Female,0,Yes,1,Yes,No,No,45.95,Yes
Male,0,Yes,49,No,No phone service,Yes,39.2,No
Male,0,No,1,Yes,No,No,44.75,No
Male,0,No,14,Yes,Yes,No,82.65,No
Male,1,No,18,Yes,Yes,No,93.9,No
Female,1,No,1,Yes,No,No,70.15,Yes
Female,0,No,1,Yes,No,No,85.55,Yes
Female,0,No,72,Yes,Yes,Yes,117.15,No
Male,0,No,64,Yes,Yes,Yes,99.25,No
Male,0,No,69,Yes,Yes,Yes,112.55,No
Female,0,No,1,Yes,Yes,No internet service,25.7,No
Male,0,Yes,71,Yes,Yes,Yes,90.3,No
Female,0,Yes,66,Yes,No,No,49.4,No
Male,0,No,2,Yes,No,No internet service,19.4,No
Female,1,No,71,Yes,No,Yes,109.7,No
Male,0,No,11,Yes,No,No,61.25,No
Male,0,Yes,47,Yes,No,Yes,55.3,No
Female,0,No,35,Yes,No,No,70.3,Yes
Male,1,No,32,Yes,Yes,No,106.35,Yes
Male,0,Yes,60,Yes,Yes,No,103.75,No
Male,0,No,11,Yes,No,No internet service,19.5,No
Female,0,No,29,No,No phone service,Yes,39.5,No
Male,0,Yes,21,No,No phone service,No,26.05,No
Male,1,No,48,Yes,Yes,No,91.05,No
Female,0,Yes,3,No,No phone service,No,29.65,No
Female,0,Yes,43,Yes,No,No,50.2,No
